,NAME,DATE,PRCP,TAVG,TMAX,TMIN
1036,Kurunegala Proper,2022-01-14,0.0,81.0,94.0,74.0
1037,Kurunegala Proper,2022-01-16,0.0,84.0,94.0,72.0
1038,Kurunegala Proper,2022-01-17,0.0,81.0,82.25931,73.0
1039,Kurunegala Proper,2022-01-19,0.0,80.0,82.25931,75.0
1040,Kurunegala Proper,2022-01-21,0.0,77.0,93.0,63.0
1041,Kurunegala Proper,2022-01-22,0.0,76.0,82.25931,63.0
1042,Kurunegala Proper,2022-01-26,0.06,78.0,82.25931,70.0
1043,Kurunegala Proper,2022-01-28,0.0,78.0,82.25931,68.0
1044,Kurunegala Proper,2022-01-30,0.01,81.0,95.0,74.0
1045,Kurunegala Proper,2022-01-31,0.0,81.0,82.25931,75.0
1046,Kurunegala Proper,2022-02-03,0.0,79.0,96.0,71.0
1047,Kurunegala Proper,2022-02-04,0.0,85.0,96.0,69.0
1048,Kurunegala Proper,2022-02-08,0.0,83.0,93.0,70.0
1049,Kurunegala Proper,2022-02-09,0.0,80.0,82.25931,74.0
1050,Kurunegala Proper,2022-02-12,0.0,81.0,92.0,72.0
1051,Kurunegala Proper,2022-02-13,0.25,76.0,82.25931,74.0
1052,Kurunegala Proper,2022-02-14,0.01,81.0,90.0,73.0
1053,Kurunegala Proper,2022-02-16,0.0,77.0,82.25931,71.0
1054,Kurunegala Proper,2022-02-18,0.0,81.0,82.25931,73.0
1055,Kurunegala Proper,2022-02-19,0.0,77.0,82.25931,68.77463
1056,Kurunegala Proper,2022-02-21,0.0,82.0,82.25931,74.0
1057,Kurunegala Proper,2022-02-22,0.0,84.0,95.0,75.0
1058,Kurunegala Proper,2022-02-24,0.0,81.0,82.25931,75.0
1059,Kurunegala Proper,2022-02-25,0.0,85.0,93.0,76.0
1060,Kurunegala Proper,2022-02-27,0.0,80.0,82.25931,68.77463
1061,Kurunegala Proper,2022-02-28,0.0,81.0,82.25931,71.0
1062,Kurunegala Proper,2022-03-03,0.01,84.0,91.0,78.0
1063,Kurunegala Proper,2022-03-04,0.0,80.0,82.25931,77.0
1064,Kurunegala Proper,2022-03-05,0.0,83.0,95.0,71.0
1065,Kurunegala Proper,2022-03-09,0.0,83.0,98.0,74.0
1066,Kurunegala Proper,2022-03-10,0.0,90.0,99.0,73.0
1067,Kurunegala Proper,2022-03-12,0.0,80.0,97.0,76.0
1068,Kurunegala Proper,2022-03-14,0.0,80.0,82.25931,76.0
1069,Kurunegala Proper,2022-03-17,0.0,83.0,95.0,75.0
1070,Kurunegala Proper,2022-03-21,0.0,86.0,95.0,78.0
1071,Kurunegala Proper,2022-03-23,0.0,83.0,82.25931,77.0
1072,Kurunegala Proper,2022-03-26,0.0,85.0,98.0,76.0
1073,Kurunegala Proper,2022-03-27,0.01,80.0,82.25931,76.0
1074,Kurunegala Proper,2022-03-30,1.25,81.0,94.0,68.77463
1075,Kurunegala Proper,2022-03-31,0.01,82.0,95.0,72.0
1076,Kurunegala Proper,2022-04-01,0.2,81.0,94.0,74.0
1077,Kurunegala Proper,2022-04-02,0.06,80.0,93.0,74.0
1078,Kurunegala Proper,2022-04-03,0.19,80.0,94.0,75.0
1079,Kurunegala Proper,2022-04-04,1.85,83.0,82.25931,73.0
1080,Kurunegala Proper,2022-04-05,0.91,79.0,91.0,68.77463
1081,Kurunegala Proper,2022-04-06,0.23,80.0,91.0,73.0
1082,Kurunegala Proper,2022-04-07,0.29,81.0,93.0,73.0
1083,Kurunegala Proper,2022-04-08,2.5,77.0,88.0,68.77463
1084,Kurunegala Proper,2022-04-09,0.69,77.0,89.0,71.0
1085,Kurunegala Proper,2022-04-10,0.94,77.0,81.0,73.0
1086,Kurunegala Proper,2022-04-11,0.0,81.0,89.0,74.0
1087,Kurunegala Proper,2022-04-12,0.11,80.0,89.0,68.77463
1088,Kurunegala Proper,2022-04-13,0.61,80.0,90.0,73.0
1089,Kurunegala Proper,2022-04-14,0.02,83.0,93.0,74.0
1090,Kurunegala Proper,2022-04-15,0.0,85.0,94.0,76.0
1091,Kurunegala Proper,2022-04-16,0.0,84.0,93.0,76.0
1092,Kurunegala Proper,2022-04-17,0.0,82.0,92.0,76.0
1093,Kurunegala Proper,2022-04-18,0.0,83.0,91.0,75.0
1094,Kurunegala Proper,2022-04-19,0.0,84.0,92.0,79.0
1095,Kurunegala Proper,2022-04-20,0.0,85.0,94.0,77.0
1096,Kurunegala Proper,2022-04-21,0.0,84.0,95.0,79.0
1097,Kurunegala Proper,2022-04-22,0.43,80.0,92.0,68.77463
1098,Kurunegala Proper,2022-04-23,1.2,79.0,91.0,74.0
1099,Kurunegala Proper,2022-04-24,2.14,84.0,93.0,74.0
1100,Kurunegala Proper,2022-04-25,0.0,82.0,92.0,68.77463
1101,Kurunegala Proper,2022-04-26,0.65,84.0,94.0,76.0
1102,Kurunegala Proper,2022-04-27,0.0,83.0,94.0,78.0
1103,Kurunegala Proper,2022-04-28,0.17,80.0,91.0,68.77463
1104,Kurunegala Proper,2022-04-29,0.01,82.0,93.0,74.0
1105,Kurunegala Proper,2022-04-30,0.0,85.0,93.0,76.0
1106,Kurunegala Proper,2022-05-01,0.0,85.0,92.0,79.0
1107,Kurunegala Proper,2022-05-02,0.0,86.0,93.0,80.0
1108,Kurunegala Proper,2022-05-03,0.0,85.0,93.0,68.77463
1109,Kurunegala Proper,2022-05-04,0.0,86.0,93.0,79.0
1110,Kurunegala Proper,2022-05-05,0.0,83.0,90.0,68.77463
1111,Kurunegala Proper,2022-05-06,0.0,82.0,89.0,78.0
1112,Kurunegala Proper,2022-05-07,0.0,85.0,93.0,80.0
1113,Kurunegala Proper,2022-05-08,0.0,85.0,82.25931,81.0
1114,Kurunegala Proper,2022-05-09,0.0,83.0,91.0,68.77463
1115,Kurunegala Proper,2022-05-10,0.09,83.0,90.0,77.0
1116,Kurunegala Proper,2022-05-12,0.24640706,82.0,91.0,68.77463
1117,Kurunegala Proper,2022-05-13,1.01,79.0,85.0,76.0
1118,Kurunegala Proper,2022-05-14,0.47,79.0,87.0,68.77463
1119,Kurunegala Proper,2022-05-15,1.09,80.0,89.0,75.0
1120,Kurunegala Proper,2022-05-16,0.05,80.0,87.0,75.0
1121,Kurunegala Proper,2022-05-17,0.19,80.0,85.0,77.0
1122,Kurunegala Proper,2022-05-18,0.06,80.0,86.0,68.77463
1123,Kurunegala Proper,2022-05-19,0.55,81.0,89.0,76.0
1124,Kurunegala Proper,2022-05-20,0.69,82.0,92.0,76.0
1125,Kurunegala Proper,2022-05-21,0.02,82.0,88.0,78.0
1126,Kurunegala Proper,2022-05-22,0.15,82.0,89.0,77.0
1127,Kurunegala Proper,2022-05-23,0.0,83.0,89.0,78.0
1128,Kurunegala Proper,2022-05-24,0.01,79.0,88.0,68.77463
1129,Kurunegala Proper,2022-05-25,1.76,82.0,89.0,74.0
1130,Kurunegala Proper,2022-05-26,0.11,80.0,82.25931,77.0
1131,Kurunegala Proper,2022-05-27,0.47,81.0,87.0,75.0
1132,Kurunegala Proper,2022-05-28,0.08,80.0,89.0,68.77463
1133,Kurunegala Proper,2022-05-29,0.78,79.0,85.0,75.0
1134,Kurunegala Proper,2022-05-30,0.25,80.0,87.0,75.0
1135,Kurunegala Proper,2022-05-31,0.82,77.0,80.0,68.77463
1136,Kurunegala Proper,2022-06-01,0.33,80.0,87.0,74.0
1137,Kurunegala Proper,2022-06-02,0.05,82.0,88.0,77.0
1138,Kurunegala Proper,2022-06-03,0.0,82.0,89.0,78.0
1139,Kurunegala Proper,2022-06-04,0.0,82.0,89.0,78.0
1140,Kurunegala Proper,2022-06-05,0.0,81.0,89.0,68.77463
1141,Kurunegala Proper,2022-06-06,0.07,80.0,82.25931,68.77463
1142,Kurunegala Proper,2022-06-07,0.13,81.0,88.0,68.77463
1143,Kurunegala Proper,2022-06-08,0.0,81.0,89.0,68.77463
1144,Kurunegala Proper,2022-06-09,0.08,81.0,87.0,77.0
1145,Kurunegala Proper,2022-06-10,0.0,83.0,90.0,77.0
1146,Kurunegala Proper,2022-06-11,0.39,80.0,86.0,74.0
1147,Kurunegala Proper,2022-06-12,0.04,81.0,88.0,77.0
1148,Kurunegala Proper,2022-06-13,0.0,83.0,90.0,77.0
1149,Kurunegala Proper,2022-06-14,0.0,83.0,91.0,78.0
1150,Kurunegala Proper,2022-06-15,0.0,80.0,90.0,68.77463
1151,Kurunegala Proper,2022-06-16,0.0,81.0,87.0,68.77463
1152,Kurunegala Proper,2022-06-17,0.0,81.0,87.0,68.77463
1153,Kurunegala Proper,2022-06-18,1.47,80.0,89.0,72.0
1154,Kurunegala Proper,2022-06-19,0.03,81.0,90.0,68.77463
1155,Kurunegala Proper,2022-06-20,0.0,82.0,89.0,76.0
1156,Kurunegala Proper,2022-06-21,0.0,83.0,89.0,78.0
1157,Kurunegala Proper,2022-06-22,0.04,81.0,89.0,77.0
1158,Kurunegala Proper,2022-06-23,0.0,83.0,90.0,68.77463
1159,Kurunegala Proper,2022-06-24,0.12,81.0,87.0,78.0
1160,Kurunegala Proper,2022-06-25,0.22,83.0,90.0,77.0
1161,Kurunegala Proper,2022-06-26,0.0,83.0,82.25931,78.0
1162,Kurunegala Proper,2022-06-27,0.0,83.0,90.0,78.0
1163,Kurunegala Proper,2022-06-28,0.0,83.0,89.0,79.0
1164,Kurunegala Proper,2022-06-29,0.0,83.0,90.0,78.0
1165,Kurunegala Proper,2022-06-30,0.02,80.0,85.0,68.77463
1166,Kurunegala Proper,2022-07-01,0.0,83.0,92.0,76.0
1167,Kurunegala Proper,2022-07-02,0.0,84.0,92.0,78.0
1168,Kurunegala Proper,2022-07-03,0.03,79.0,83.0,78.0
1169,Kurunegala Proper,2022-07-04,0.01,82.0,90.0,76.0
1170,Kurunegala Proper,2022-07-05,0.01,82.0,82.25931,76.0
1171,Kurunegala Proper,2022-07-06,0.0,82.0,89.0,79.0
1172,Kurunegala Proper,2022-07-07,0.0,81.0,87.0,68.77463
1173,Kurunegala Proper,2022-07-08,0.0,82.0,91.0,68.77463
1174,Kurunegala Proper,2022-07-09,0.0,81.0,89.0,77.0
1175,Kurunegala Proper,2022-07-10,0.0,82.0,87.0,78.0
1176,Kurunegala Proper,2022-07-11,0.0,80.0,87.0,76.0
1177,Kurunegala Proper,2022-07-12,0.0,83.0,90.0,78.0
1178,Kurunegala Proper,2022-07-16,0.03,83.0,89.0,77.0
1179,Kurunegala Proper,2022-07-17,0.0,83.0,91.0,79.0
1180,Kurunegala Proper,2022-07-18,0.0,84.0,94.0,68.77463
1181,Kurunegala Proper,2022-07-19,0.0,83.0,96.0,68.77463
1182,Kurunegala Proper,2022-07-20,0.65,82.0,90.0,76.0
1183,Kurunegala Proper,2022-07-21,0.0,81.0,90.0,77.0
1184,Kurunegala Proper,2022-07-22,0.02,80.0,88.0,77.0
1185,Kurunegala Proper,2022-07-23,0.63,80.0,86.0,76.0
1186,Kurunegala Proper,2022-07-24,0.01,80.0,86.0,76.0
1187,Kurunegala Proper,2022-07-25,0.0,82.0,92.0,68.77463
1188,Kurunegala Proper,2022-07-26,0.0,82.0,93.0,75.0
1189,Kurunegala Proper,2022-07-27,0.06,79.0,89.0,68.77463
1190,Kurunegala Proper,2022-07-28,0.19,79.0,82.25931,73.0
1191,Kurunegala Proper,2022-07-29,0.03,79.0,82.25931,74.0
1192,Kurunegala Proper,2022-07-30,2.61,80.0,89.0,73.0
1193,Kurunegala Proper,2022-07-31,0.0,80.0,88.0,76.0
1194,Kurunegala Proper,2022-08-01,0.92,76.0,80.0,68.77463
1195,Kurunegala Proper,2022-08-02,0.87,77.0,83.0,68.77463
1196,Kurunegala Proper,2022-08-03,0.64,77.0,82.0,74.0
1197,Kurunegala Proper,2022-08-04,0.36,78.0,83.0,68.77463
1198,Kurunegala Proper,2022-08-05,0.43,79.0,84.0,75.0
1199,Kurunegala Proper,2022-08-06,0.05,80.0,85.0,75.0
1200,Kurunegala Proper,2022-08-07,0.02,80.0,85.0,76.0
1201,Kurunegala Proper,2022-08-08,0.0,80.0,86.0,76.0
1202,Kurunegala Proper,2022-08-09,0.0,80.0,88.0,68.77463
1203,Kurunegala Proper,2022-08-10,0.0,81.0,88.0,75.0
1204,Kurunegala Proper,2022-08-11,0.0,83.0,92.0,75.0
1205,Kurunegala Proper,2022-08-12,0.0,82.0,89.0,79.0
1206,Kurunegala Proper,2022-08-13,0.0,82.0,90.0,68.77463
1207,Kurunegala Proper,2022-08-14,0.0,82.0,91.0,77.0
1208,Kurunegala Proper,2022-08-15,0.0,83.0,93.0,75.0
1209,Kurunegala Proper,2022-08-16,0.0,82.0,91.0,78.0
1210,Kurunegala Proper,2022-08-17,0.0,82.0,91.0,77.0
1211,Kurunegala Proper,2022-08-18,0.0,82.0,90.0,68.77463
1212,Kurunegala Proper,2022-08-19,0.0,82.0,89.0,77.0
1213,Kurunegala Proper,2022-08-20,0.0,83.0,90.0,78.0
1214,Kurunegala Proper,2022-08-21,0.01,82.0,89.0,76.0
1215,Kurunegala Proper,2022-08-22,0.08,80.0,87.0,76.0
1216,Kurunegala Proper,2022-08-23,0.05,80.0,87.0,76.0
1217,Kurunegala Proper,2022-08-24,0.3,80.0,86.0,76.0
1218,Kurunegala Proper,2022-08-25,0.0,80.0,90.0,76.0
1219,Kurunegala Proper,2022-08-26,0.0,79.0,87.0,68.77463
1220,Kurunegala Proper,2022-08-27,1.72,79.0,85.0,74.0
1221,Kurunegala Proper,2022-08-28,0.0,80.0,87.0,75.0
1222,Kurunegala Proper,2022-08-29,0.26,78.0,87.0,75.0
1223,Kurunegala Proper,2022-08-30,0.06,77.0,89.0,68.77463
1224,Kurunegala Proper,2022-08-31,3.85,75.0,77.0,72.0
1225,Kurunegala Proper,2022-09-01,1.75,77.0,82.0,73.0
1226,Kurunegala Proper,2022-09-02,0.27,79.0,87.0,74.0
1227,Kurunegala Proper,2022-09-03,0.03,80.0,86.0,75.0
1228,Kurunegala Proper,2022-09-04,0.03,80.0,88.0,75.0
1229,Kurunegala Proper,2022-09-05,0.0,75.0,81.0,68.77463
1230,Kurunegala Proper,2022-09-06,5.47,78.0,83.0,74.0
1231,Kurunegala Proper,2022-09-07,0.05,78.0,84.0,75.0
1232,Kurunegala Proper,2022-09-08,0.1,79.0,85.0,68.77463
1233,Kurunegala Proper,2022-09-09,0.0,80.0,88.0,76.0
1234,Kurunegala Proper,2022-09-10,0.0,82.0,88.0,76.0
1235,Kurunegala Proper,2022-09-11,0.0,81.0,88.0,76.0
1236,Kurunegala Proper,2022-09-12,0.0,81.0,89.0,76.0
1237,Kurunegala Proper,2022-09-13,0.0,81.0,91.0,68.77463
1238,Kurunegala Proper,2022-09-15,0.0,82.0,82.25931,75.0
1239,Kurunegala Proper,2022-09-20,0.0,81.0,82.25931,76.0
1240,Kurunegala Proper,2022-09-21,0.0,82.0,82.25931,75.0
1241,Kurunegala Proper,2022-09-22,0.0,82.0,91.0,76.0
1242,Kurunegala Proper,2022-09-23,0.0,81.0,91.0,76.0
1243,Kurunegala Proper,2022-09-24,0.0,82.0,91.0,76.0
1244,Kurunegala Proper,2022-09-25,0.0,84.0,94.0,76.0
1245,Kurunegala Proper,2022-09-26,0.1,82.0,91.0,76.0
1246,Kurunegala Proper,2022-09-27,0.0,83.0,94.0,68.77463
1247,Kurunegala Proper,2022-09-28,0.0,80.0,90.0,78.0
1248,Kurunegala Proper,2022-09-29,0.0,82.0,90.0,68.77463
1249,Kurunegala Proper,2022-09-30,0.2,80.0,87.0,68.77463
1250,Kurunegala Proper,2022-10-01,0.44,79.0,85.0,75.0
1251,Kurunegala Proper,2022-10-02,0.22,81.0,87.0,76.0
1252,Kurunegala Proper,2022-10-03,0.1,80.0,85.0,76.0
1253,Kurunegala Proper,2022-10-04,0.0,81.0,89.0,77.0
1254,Kurunegala Proper,2022-10-05,0.0,82.0,89.0,77.0
1255,Kurunegala Proper,2022-10-06,0.0,81.0,89.0,77.0
1256,Kurunegala Proper,2022-10-07,0.0,80.0,87.0,68.77463
1257,Kurunegala Proper,2022-10-08,0.0,81.0,82.25931,76.0
1258,Kurunegala Proper,2022-10-09,0.0,81.0,89.0,75.0
1259,Kurunegala Proper,2022-10-10,0.0,82.0,91.0,75.0
1260,Kurunegala Proper,2022-10-11,0.0,82.0,90.0,76.0
1261,Kurunegala Proper,2022-10-12,0.42,77.0,83.0,75.0
1262,Kurunegala Proper,2022-10-13,0.0,77.0,88.0,68.77463
1263,Kurunegala Proper,2022-10-14,0.43,77.0,84.0,74.0
1264,Kurunegala Proper,2022-10-15,1.19,77.0,82.25931,74.0
1265,Kurunegala Proper,2022-10-16,0.06,79.0,87.0,74.0
1266,Kurunegala Proper,2022-10-17,0.59,78.0,85.0,68.77463
1267,Kurunegala Proper,2022-10-18,1.45,77.0,81.0,74.0
1268,Kurunegala Proper,2022-10-19,0.43,80.0,86.0,68.77463
1269,Kurunegala Proper,2022-10-20,0.04,80.0,85.0,76.0
1270,Kurunegala Proper,2022-10-21,4.22,76.0,81.0,72.0
1271,Kurunegala Proper,2022-10-22,0.89,77.0,88.0,73.0
1272,Kurunegala Proper,2022-10-23,0.41,78.0,86.0,73.0
1273,Kurunegala Proper,2022-10-24,1.13,79.0,86.0,75.0
1274,Kurunegala Proper,2022-10-25,0.14,81.0,88.0,76.0
1275,Kurunegala Proper,2022-10-26,0.0,81.0,90.0,75.0
1276,Kurunegala Proper,2022-10-27,0.0,80.0,89.0,72.0
1277,Kurunegala Proper,2022-10-28,0.0,81.0,91.0,73.0
1278,Kurunegala Proper,2022-10-29,0.0,81.0,92.0,71.0
1279,Kurunegala Proper,2022-10-30,0.0,80.0,90.0,74.0
1280,Kurunegala Proper,2022-10-31,0.03,80.0,89.0,73.0
1281,Kurunegala Proper,2022-11-01,0.15,77.0,83.0,68.77463
1282,Kurunegala Proper,2022-11-02,0.92,79.0,87.0,74.0
1283,Kurunegala Proper,2022-11-03,0.23,78.0,84.0,74.0
1284,Kurunegala Proper,2022-11-04,0.59,79.0,90.0,74.0
1285,Kurunegala Proper,2022-11-05,0.33,77.0,88.0,68.77463
1286,Kurunegala Proper,2022-11-06,1.46,80.0,91.0,68.77463
1287,Kurunegala Proper,2022-11-07,0.0,79.0,89.0,72.0
1288,Kurunegala Proper,2022-11-08,0.59,80.0,88.0,74.0
1289,Kurunegala Proper,2022-11-09,0.2,78.0,86.0,74.0
1290,Kurunegala Proper,2022-11-10,0.01,78.0,87.0,74.0
1291,Kurunegala Proper,2022-11-11,0.14,76.0,81.0,73.0
1292,Kurunegala Proper,2022-11-12,0.2,79.0,87.0,73.0
1293,Kurunegala Proper,2022-11-13,0.03,78.0,88.0,68.77463
1294,Kurunegala Proper,2022-11-14,0.47,77.0,87.0,72.0
1295,Kurunegala Proper,2022-11-15,1.43,79.0,87.0,72.0
1296,Kurunegala Proper,2022-11-16,0.0,80.0,89.0,68.77463
1297,Kurunegala Proper,2022-11-17,0.0,78.0,88.0,68.77463
1298,Kurunegala Proper,2022-11-18,0.0,79.0,88.0,69.0
1299,Kurunegala Proper,2022-11-19,0.0,78.0,82.0,73.0
1300,Kurunegala Proper,2022-11-20,0.0,79.0,87.0,68.77463
1301,Kurunegala Proper,2022-11-21,0.0,79.0,88.0,69.0
1302,Kurunegala Proper,2022-11-22,0.0,79.0,91.0,70.0
1303,Kurunegala Proper,2022-11-23,0.0,80.0,90.0,68.77463
1304,Kurunegala Proper,2022-11-24,0.0,80.0,90.0,70.0
1305,Kurunegala Proper,2022-11-25,0.0,81.0,90.0,71.0
1306,Kurunegala Proper,2022-11-26,0.0,81.0,91.0,72.0
1307,Kurunegala Proper,2022-11-27,0.0,80.0,91.0,72.0
1308,Kurunegala Proper,2022-11-28,3.51,80.0,90.0,71.0
1309,Kurunegala Proper,2022-11-29,0.0,81.0,90.0,72.0
1310,Kurunegala Proper,2022-11-30,0.0,80.0,90.0,69.0
1311,Kurunegala Proper,2022-12-01,0.0,81.0,91.0,74.0
1312,Kurunegala Proper,2022-12-02,0.09,80.0,89.0,74.0
1313,Kurunegala Proper,2022-12-03,0.0,81.0,91.0,74.0
1314,Kurunegala Proper,2022-12-04,0.0,78.0,89.0,73.0
1315,Kurunegala Proper,2022-12-05,0.25,79.0,88.0,72.0
1316,Kurunegala Proper,2022-12-06,0.02,79.0,84.0,73.0
1317,Kurunegala Proper,2022-12-07,0.0,77.0,82.0,68.77463
1318,Kurunegala Proper,2022-12-08,0.06,69.0,82.25931,68.77463
1319,Kurunegala Proper,2022-12-09,0.38,72.0,78.0,65.0
1320,Kurunegala Proper,2022-12-10,0.06,78.0,86.0,69.0
1321,Kurunegala Proper,2022-12-11,0.17,79.0,87.0,72.0
1322,Kurunegala Proper,2022-12-12,0.0,78.0,87.0,71.0
1323,Kurunegala Proper,2022-12-13,0.0,80.0,89.0,69.0
1324,Kurunegala Proper,2022-12-14,0.0,80.0,88.0,72.0
1325,Kurunegala Proper,2022-12-15,0.0,80.0,89.0,71.0
1326,Kurunegala Proper,2022-12-16,0.0,81.0,88.0,69.0
1327,Kurunegala Proper,2022-12-18,0.28,77.0,81.0,73.0
1328,Kurunegala Proper,2022-12-19,2.21,75.0,77.0,74.0
1329,Kurunegala Proper,2022-12-20,0.11,80.0,87.0,73.0
1330,Kurunegala Proper,2022-12-21,0.41,76.0,81.0,68.77463
1331,Kurunegala Proper,2022-12-22,0.38,76.0,82.0,72.0
1332,Kurunegala Proper,2022-12-23,0.54,79.0,87.0,71.0
1333,Kurunegala Proper,2022-12-24,0.23,77.0,84.0,74.0
1334,Kurunegala Proper,2022-12-25,3.43,75.0,80.0,73.0
1335,Kurunegala Proper,2022-12-26,0.07,78.0,87.0,72.0
1336,Kurunegala Proper,2022-12-27,2.22,80.0,88.0,72.0
1337,Kurunegala Proper,2022-12-28,0.02,81.0,90.0,75.0
1338,Kurunegala Proper,2022-12-29,0.0,80.0,90.0,68.77463
1339,Kurunegala Proper,2022-12-30,0.0,78.0,89.0,67.0
1340,Kurunegala Proper,2022-12-31,0.0,77.0,89.0,69.0
1341,Kurunegala Proper,2023-01-01,0.0,79.0,88.0,67.0
1342,Kurunegala Proper,2023-01-02,0.0,78.0,88.0,69.0
1343,Kurunegala Proper,2023-01-03,0.0,79.0,89.0,69.0
1344,Kurunegala Proper,2023-01-04,0.0,79.0,87.0,69.0
1345,Kurunegala Proper,2023-01-05,0.0,81.0,89.0,72.0
1346,Kurunegala Proper,2023-01-06,0.02,77.0,85.0,68.77463
1347,Kurunegala Proper,2023-01-07,0.27,78.0,86.0,74.0
1348,Kurunegala Proper,2023-01-08,0.04,78.0,84.0,73.0
1349,Kurunegala Proper,2023-01-09,0.0,78.0,86.0,72.0
1350,Kurunegala Proper,2023-01-10,0.0,78.0,87.0,70.0
1351,Kurunegala Proper,2023-01-11,0.0,77.0,87.0,68.0
1352,Kurunegala Proper,2023-01-12,0.0,76.0,86.0,68.0
1353,Kurunegala Proper,2023-01-13,0.0,78.0,88.0,67.0
1354,Kurunegala Proper,2023-01-14,0.0,79.0,89.0,71.0
1355,Kurunegala Proper,2023-01-15,0.0,80.0,89.0,71.0
1356,Kurunegala Proper,2023-01-16,0.0,79.0,82.25931,72.0
1357,Kurunegala Proper,2023-01-17,0.09,78.0,83.0,72.0
1358,Kurunegala Proper,2023-01-18,0.0,78.0,89.0,70.0
1359,Kurunegala Proper,2023-01-19,0.0,78.0,87.0,68.0
1360,Kurunegala Proper,2023-01-20,0.0,75.0,89.0,66.0
1361,Kurunegala Proper,2023-01-21,0.0,75.0,81.0,72.0
1362,Kurunegala Proper,2023-01-22,0.18,77.0,85.0,71.0
1363,Kurunegala Proper,2023-01-23,0.0,79.0,88.0,72.0
1364,Kurunegala Proper,2023-01-24,0.0,79.0,89.0,68.77463
1365,Kurunegala Proper,2023-01-25,0.0,80.0,89.0,71.0
1366,Kurunegala Proper,2023-01-26,0.0,78.0,89.0,71.0
1367,Kurunegala Proper,2023-01-27,0.0,78.0,84.0,72.0
1368,Kurunegala Proper,2023-01-28,0.0,80.0,90.0,71.0
1369,Kurunegala Proper,2023-01-29,0.0,78.0,89.0,71.0
1370,Kurunegala Proper,2023-01-30,0.0,80.0,90.0,69.0
1371,Kurunegala Proper,2023-01-31,0.0,77.0,84.0,68.77463
1372,Kurunegala Proper,2023-02-01,0.14,77.0,85.0,68.77463
1373,Kurunegala Proper,2023-02-02,0.36,76.0,87.0,68.77463
1374,Kurunegala Proper,2023-02-03,0.15,79.0,87.0,73.0
1375,Kurunegala Proper,2023-02-04,0.04,81.0,91.0,73.0
1376,Kurunegala Proper,2023-02-05,0.07,80.0,82.25931,75.0
1377,Kurunegala Proper,2023-02-06,0.0,78.0,84.0,75.0
1378,Kurunegala Proper,2023-02-07,0.06,79.0,87.0,68.77463
1379,Kurunegala Proper,2023-02-08,0.02,81.0,92.0,72.0
1380,Kurunegala Proper,2023-02-09,0.0,79.0,92.0,69.0
1381,Kurunegala Proper,2023-02-10,0.0,81.0,91.0,71.0
1382,Kurunegala Proper,2023-02-11,0.0,81.0,88.0,71.0
1383,Kurunegala Proper,2023-02-12,0.0,81.0,91.0,68.77463
1384,Kurunegala Proper,2023-02-13,0.0,80.0,92.0,68.0
1385,Kurunegala Proper,2023-02-14,0.0,80.0,92.0,71.0
1386,Kurunegala Proper,2023-02-15,0.0,79.0,91.0,69.0
1387,Kurunegala Proper,2023-02-16,0.0,79.0,90.0,67.0
1388,Kurunegala Proper,2023-02-17,0.0,81.0,92.0,69.0
1389,Kurunegala Proper,2023-02-18,0.0,83.0,94.0,73.0
1390,Kurunegala Proper,2023-02-19,0.0,79.0,89.0,74.0
1391,Kurunegala Proper,2023-02-20,0.05,79.0,87.0,74.0
1392,Kurunegala Proper,2023-02-21,0.0,82.0,94.0,72.0
1393,Kurunegala Proper,2023-02-22,0.0,81.0,92.0,71.0
1394,Kurunegala Proper,2023-02-23,0.0,82.0,93.0,71.0
1395,Kurunegala Proper,2023-02-24,0.0,82.0,93.0,72.0
1396,Kurunegala Proper,2023-02-25,0.0,83.0,95.0,74.0
1397,Kurunegala Proper,2023-02-26,0.0,81.0,92.0,71.0
1398,Kurunegala Proper,2023-02-27,0.0,79.0,92.0,69.0
1399,Kurunegala Proper,2023-02-28,0.14,78.0,84.0,73.0
1400,Kurunegala Proper,2023-03-01,0.06,81.0,90.0,73.0
1401,Kurunegala Proper,2023-03-02,0.0,81.0,90.0,72.0
1402,Kurunegala Proper,2023-03-03,0.24640706,83.0,93.0,68.77463
1403,Kurunegala Proper,2023-03-04,0.02,79.0,85.0,68.77463
1404,Kurunegala Proper,2023-03-05,0.0,83.0,93.0,73.0
1405,Kurunegala Proper,2023-03-06,0.0,83.0,95.0,74.0
1406,Kurunegala Proper,2023-03-07,0.0,84.0,96.0,75.0
1407,Kurunegala Proper,2023-03-08,0.0,83.0,94.0,72.0
1408,Kurunegala Proper,2023-03-09,0.0,84.0,95.0,74.0
1409,Kurunegala Proper,2023-03-10,0.0,81.0,91.0,76.0
1410,Kurunegala Proper,2023-03-11,0.0,83.0,94.0,76.0
1411,Kurunegala Proper,2023-03-12,0.01,83.0,94.0,76.0
1412,Kurunegala Proper,2023-03-13,0.0,85.0,97.0,75.0
1413,Kurunegala Proper,2023-03-14,0.0,82.0,96.0,68.77463
1414,Kurunegala Proper,2023-03-15,0.03,81.0,95.0,73.0
1415,Kurunegala Proper,2023-03-16,0.22,80.0,95.0,68.77463
1416,Kurunegala Proper,2023-03-17,0.22,84.0,96.0,72.0
1417,Kurunegala Proper,2023-03-18,0.0,81.0,94.0,68.77463
1418,Kurunegala Proper,2023-03-19,0.32,84.0,96.0,72.0
1419,Kurunegala Proper,2023-03-20,0.0,82.0,91.0,76.0
