,NAME,DATE,PRCP,TAVG,TMAX,TMIN
2403,Colombo Proper,2020-12-09,0.06,83.0,89.0,76.0
2404,Colombo Proper,2020-12-10,0.0,82.0,89.0,68.77463
2405,Colombo Proper,2020-12-11,0.0,83.0,91.0,75.0
2406,Colombo Proper,2020-12-12,0.0,81.0,90.0,75.0
2407,Colombo Proper,2020-12-13,0.0,82.0,91.0,74.0
2408,Colombo Proper,2020-12-14,0.0,81.0,89.0,72.0
2409,Colombo Proper,2020-12-15,0.0,82.0,87.0,72.0
2410,Colombo Proper,2020-12-16,0.02,82.0,87.0,77.0
2411,Colombo Proper,2020-12-17,0.0,82.0,88.0,76.0
2412,Colombo Proper,2020-12-18,0.0,81.0,87.0,68.77463
2413,Colombo Proper,2020-12-19,0.04,82.0,89.0,76.0
2414,Colombo Proper,2020-12-20,0.0,80.0,86.0,77.0
2415,Colombo Proper,2020-12-21,0.0,80.0,86.0,76.0
2416,Colombo Proper,2020-12-22,0.01,79.0,84.0,68.77463
2417,Colombo Proper,2020-12-23,0.0,79.0,90.0,74.0
2418,Colombo Proper,2020-12-24,4.61,80.0,87.0,73.0
2419,Colombo Proper,2020-12-25,0.18,82.0,91.0,74.0
2420,Colombo Proper,2020-12-26,0.0,81.0,87.0,74.0
2421,Colombo Proper,2020-12-27,0.0,79.0,85.0,76.0
2422,Colombo Proper,2020-12-28,0.0,81.0,87.0,75.0
2423,Colombo Proper,2020-12-29,0.06,81.0,82.25931,68.77463
2424,Colombo Proper,2020-12-30,4.44,81.0,89.0,75.0
2425,Colombo Proper,2020-12-31,0.31,79.0,86.0,68.77463
2426,Colombo Proper,2021-01-01,0.74,79.0,86.0,74.0
2427,Colombo Proper,2021-01-02,0.0,82.0,88.0,75.0
2428,Colombo Proper,2021-01-03,0.0,81.0,86.0,77.0
2429,Colombo Proper,2021-01-04,0.06,80.0,87.0,68.77463
2430,Colombo Proper,2021-01-05,0.69,79.0,82.25931,75.0
2431,Colombo Proper,2021-01-06,0.98,80.0,87.0,74.0
2432,Colombo Proper,2021-01-07,0.0,82.0,87.0,75.0
2433,Colombo Proper,2021-01-08,0.04,81.0,86.0,68.77463
2434,Colombo Proper,2021-01-09,0.37,78.0,80.0,68.77463
2435,Colombo Proper,2021-01-10,0.01,79.0,87.0,75.0
2436,Colombo Proper,2021-01-11,0.29,80.0,84.0,75.0
2437,Colombo Proper,2021-01-12,0.0,80.0,87.0,76.0
2438,Colombo Proper,2021-01-13,0.1,78.0,81.0,76.0
2439,Colombo Proper,2021-01-14,1.03,80.0,87.0,75.0
2440,Colombo Proper,2021-01-15,0.16,80.0,86.0,75.0
2441,Colombo Proper,2021-01-16,0.0,80.0,84.0,75.0
2442,Colombo Proper,2021-01-17,0.0,81.0,88.0,74.0
2443,Colombo Proper,2021-01-18,0.0,79.0,86.0,74.0
2444,Colombo Proper,2021-01-19,0.23,81.0,86.0,75.0
2445,Colombo Proper,2021-01-20,0.0,82.0,88.0,74.0
2446,Colombo Proper,2021-01-21,0.01,83.0,88.0,77.0
2447,Colombo Proper,2021-01-22,0.31,83.0,88.0,77.0
2448,Colombo Proper,2021-01-23,0.0,84.0,92.0,76.0
2449,Colombo Proper,2021-01-24,0.0,82.0,90.0,73.0
2450,Colombo Proper,2021-01-25,0.0,82.0,89.0,74.0
2451,Colombo Proper,2021-01-26,0.0,82.0,89.0,72.0
2452,Colombo Proper,2021-01-27,0.0,82.0,90.0,73.0
2453,Colombo Proper,2021-01-28,0.0,82.0,92.0,75.0
2454,Colombo Proper,2021-01-29,0.0,82.0,89.0,76.0
2455,Colombo Proper,2021-01-30,0.0,80.0,90.0,76.0
2456,Colombo Proper,2021-01-31,0.38,79.0,89.0,75.0
2457,Colombo Proper,2021-02-01,0.57,82.0,90.0,74.0
2458,Colombo Proper,2021-02-02,0.01,81.0,90.0,76.0
2459,Colombo Proper,2021-02-03,0.0,82.0,89.0,76.0
2460,Colombo Proper,2021-02-04,0.0,82.0,91.0,68.77463
2461,Colombo Proper,2021-02-05,0.0,82.0,90.0,73.0
2462,Colombo Proper,2021-02-06,0.0,80.0,90.0,74.0
2463,Colombo Proper,2021-02-07,0.05,83.0,90.0,76.0
2464,Colombo Proper,2021-02-08,0.0,82.0,82.25931,77.0
2465,Colombo Proper,2021-02-09,0.0,81.0,92.0,75.0
2466,Colombo Proper,2021-02-10,0.0,80.0,82.25931,74.0
2467,Colombo Proper,2021-02-13,0.24640706,80.0,90.0,68.77463
2468,Colombo Proper,2021-02-14,0.0,82.0,89.0,75.0
2469,Colombo Proper,2021-02-15,0.0,83.0,92.0,75.0
2470,Colombo Proper,2021-02-16,0.0,82.0,87.0,76.0
2471,Colombo Proper,2021-02-17,0.0,82.0,82.25931,75.0
2472,Colombo Proper,2021-02-18,0.0,83.0,82.25931,76.0
2473,Colombo Proper,2021-02-19,0.0,83.0,82.25931,75.0
2474,Colombo Proper,2021-02-22,0.22,81.0,91.0,75.0
2475,Colombo Proper,2021-02-23,1.53,83.0,92.0,75.0
2476,Colombo Proper,2021-02-24,0.0,83.0,89.0,77.0
2477,Colombo Proper,2021-02-25,0.0,82.0,89.0,77.0
2478,Colombo Proper,2021-02-26,0.0,82.0,89.0,76.0
2479,Colombo Proper,2021-02-27,0.0,81.0,88.0,68.77463
2480,Colombo Proper,2021-02-28,0.0,83.0,89.0,74.0
2481,Colombo Proper,2021-03-01,0.0,82.0,89.0,77.0
2482,Colombo Proper,2021-03-02,0.0,82.0,88.0,73.0
2483,Colombo Proper,2021-03-03,0.0,82.0,89.0,73.0
2484,Colombo Proper,2021-03-04,0.0,83.0,89.0,76.0
2485,Colombo Proper,2021-03-05,0.0,83.0,90.0,76.0
2486,Colombo Proper,2021-03-06,0.0,80.0,89.0,68.77463
2487,Colombo Proper,2021-03-07,0.1,82.0,88.0,74.0
2488,Colombo Proper,2021-03-08,0.0,80.0,90.0,68.77463
2489,Colombo Proper,2021-03-09,0.33,81.0,87.0,73.0
2490,Colombo Proper,2021-03-10,0.0,80.0,89.0,75.0
2491,Colombo Proper,2021-03-11,0.33,79.0,87.0,68.77463
2492,Colombo Proper,2021-03-12,0.43,83.0,91.0,74.0
2493,Colombo Proper,2021-03-13,0.76,83.0,89.0,76.0
2494,Colombo Proper,2021-03-14,0.28,82.0,89.0,76.0
2495,Colombo Proper,2021-03-15,0.17,84.0,91.0,76.0
2496,Colombo Proper,2021-03-16,0.0,83.0,89.0,78.0
2497,Colombo Proper,2021-03-17,0.0,83.0,90.0,77.0
2498,Colombo Proper,2021-03-18,0.0,83.0,82.25931,68.77463
2499,Colombo Proper,2021-03-19,0.43,81.0,87.0,75.0
2500,Colombo Proper,2021-03-20,0.43,82.0,86.0,77.0
2501,Colombo Proper,2021-03-21,0.06,80.0,88.0,68.77463
2502,Colombo Proper,2021-03-22,0.09,82.0,89.0,75.0
2503,Colombo Proper,2021-03-23,0.02,83.0,89.0,76.0
2504,Colombo Proper,2021-03-24,0.01,83.0,90.0,78.0
2505,Colombo Proper,2021-03-25,0.0,82.0,86.0,78.0
2506,Colombo Proper,2021-03-26,0.0,82.0,90.0,68.77463
2507,Colombo Proper,2021-03-27,0.54,81.0,89.0,68.77463
2508,Colombo Proper,2021-03-28,1.24,79.0,89.0,68.77463
2509,Colombo Proper,2021-03-29,0.64,82.0,89.0,71.0
2510,Colombo Proper,2021-03-30,0.0,85.0,82.25931,74.0
2511,Colombo Proper,2021-03-31,0.0,85.0,90.0,79.0
2512,Colombo Proper,2021-04-01,0.0,86.0,90.0,80.0
2513,Colombo Proper,2021-04-02,0.0,86.0,90.0,83.0
2514,Colombo Proper,2021-04-03,0.0,85.0,90.0,68.77463
2515,Colombo Proper,2021-04-04,0.0,84.0,89.0,77.0
2516,Colombo Proper,2021-04-05,0.0,85.0,90.0,79.0
2517,Colombo Proper,2021-04-06,0.0,85.0,82.25931,68.77463
2518,Colombo Proper,2021-04-07,0.01,83.0,90.0,77.0
2519,Colombo Proper,2021-04-08,0.0,84.0,89.0,76.0
2520,Colombo Proper,2021-04-09,0.42,84.0,90.0,78.0
2521,Colombo Proper,2021-04-10,0.05,83.0,82.25931,79.0
2522,Colombo Proper,2021-04-11,0.0,83.0,89.0,77.0
2523,Colombo Proper,2021-04-12,0.01,83.0,90.0,77.0
2524,Colombo Proper,2021-04-13,0.33,83.0,89.0,77.0
2525,Colombo Proper,2021-04-14,0.01,83.0,90.0,68.77463
2526,Colombo Proper,2021-04-15,0.0,83.0,89.0,77.0
2527,Colombo Proper,2021-04-16,0.0,86.0,82.25931,78.0
2528,Colombo Proper,2021-04-17,0.0,83.0,87.0,80.0
2529,Colombo Proper,2021-04-18,0.04,81.0,82.25931,78.0
2530,Colombo Proper,2021-04-19,1.44,85.0,90.0,78.0
2531,Colombo Proper,2021-04-20,0.69,83.0,90.0,78.0
2532,Colombo Proper,2021-04-21,0.6,84.0,88.0,78.0
2533,Colombo Proper,2021-04-22,0.0,85.0,90.0,79.0
2534,Colombo Proper,2021-04-23,2.3,79.0,82.0,77.0
2535,Colombo Proper,2021-04-24,1.92,81.0,89.0,74.0
2536,Colombo Proper,2021-04-25,1.1,83.0,90.0,76.0
2537,Colombo Proper,2021-04-26,0.04,85.0,90.0,78.0
2538,Colombo Proper,2021-04-27,0.0,85.0,90.0,80.0
2539,Colombo Proper,2021-04-28,0.0,86.0,90.0,80.0
2540,Colombo Proper,2021-04-29,0.01,85.0,90.0,68.77463
2541,Colombo Proper,2021-04-30,3.86,82.0,88.0,75.0
2542,Colombo Proper,2021-05-01,0.03,82.0,88.0,78.0
2543,Colombo Proper,2021-05-02,0.0,83.0,89.0,78.0
2544,Colombo Proper,2021-05-03,0.14,82.0,89.0,68.77463
2545,Colombo Proper,2021-05-04,0.11,81.0,88.0,76.0
2546,Colombo Proper,2021-05-05,0.11,83.0,89.0,76.0
2547,Colombo Proper,2021-05-06,0.0,82.0,89.0,68.77463
2548,Colombo Proper,2021-05-07,0.23,82.0,89.0,77.0
2549,Colombo Proper,2021-05-08,0.02,83.0,89.0,77.0
2550,Colombo Proper,2021-05-09,0.05,83.0,90.0,77.0
2551,Colombo Proper,2021-05-10,0.87,84.0,90.0,78.0
2552,Colombo Proper,2021-05-11,0.0,85.0,90.0,79.0
2553,Colombo Proper,2021-05-12,3.04,82.0,87.0,77.0
2554,Colombo Proper,2021-05-13,1.36,81.0,86.0,78.0
2555,Colombo Proper,2021-05-14,1.38,81.0,87.0,77.0
2556,Colombo Proper,2021-05-15,0.37,84.0,89.0,78.0
2557,Colombo Proper,2021-05-16,0.0,85.0,89.0,81.0
2558,Colombo Proper,2021-05-17,0.0,86.0,90.0,79.0
2559,Colombo Proper,2021-05-18,0.0,86.0,82.25931,81.0
2560,Colombo Proper,2021-05-19,0.0,87.0,90.0,82.0
2561,Colombo Proper,2021-05-20,0.7,80.0,90.0,76.0
2562,Colombo Proper,2021-05-21,1.88,80.0,89.0,76.0
2563,Colombo Proper,2021-05-22,0.99,85.0,89.0,77.0
2564,Colombo Proper,2021-05-23,0.63,81.0,85.0,68.77463
2565,Colombo Proper,2021-05-24,1.48,84.0,89.0,77.0
2566,Colombo Proper,2021-05-25,0.5,83.0,85.0,79.0
2567,Colombo Proper,2021-05-26,0.23,83.0,88.0,68.77463
2568,Colombo Proper,2021-05-27,0.3,85.0,88.0,78.0
2569,Colombo Proper,2021-05-28,0.02,85.0,82.25931,83.0
2570,Colombo Proper,2021-05-29,0.0,86.0,89.0,83.0
2571,Colombo Proper,2021-05-30,0.0,85.0,89.0,83.0
2572,Colombo Proper,2021-05-31,0.0,85.0,89.0,68.77463
2573,Colombo Proper,2021-06-01,0.0,85.0,89.0,68.77463
2574,Colombo Proper,2021-06-02,0.13,85.0,89.0,81.0
2575,Colombo Proper,2021-06-03,0.31,80.0,82.25931,68.77463
2576,Colombo Proper,2021-06-04,5.33,83.0,82.25931,76.0
2577,Colombo Proper,2021-06-05,1.28,81.0,82.25931,68.77463
2578,Colombo Proper,2021-06-06,0.15,83.0,82.25931,78.0
2579,Colombo Proper,2021-06-07,0.41,83.0,88.0,78.0
2580,Colombo Proper,2021-06-08,0.43,81.0,87.0,68.77463
2581,Colombo Proper,2021-06-09,0.34,81.0,82.25931,77.0
2582,Colombo Proper,2021-06-10,0.74,85.0,88.0,78.0
2583,Colombo Proper,2021-06-11,0.0,85.0,88.0,81.0
2584,Colombo Proper,2021-06-12,0.06,84.0,87.0,82.0
2585,Colombo Proper,2021-06-13,0.26,83.0,87.0,78.0
2586,Colombo Proper,2021-06-14,2.3,81.0,87.0,75.0
2587,Colombo Proper,2021-06-15,0.0,85.0,88.0,76.0
2588,Colombo Proper,2021-06-16,0.0,84.0,82.25931,81.0
2589,Colombo Proper,2021-06-17,0.13,84.0,88.0,81.0
2590,Colombo Proper,2021-06-18,0.02,85.0,89.0,80.0
2591,Colombo Proper,2021-06-19,0.0,85.0,88.0,81.0
2592,Colombo Proper,2021-06-20,0.0,85.0,88.0,82.0
2593,Colombo Proper,2021-06-21,0.0,85.0,88.0,82.0
2594,Colombo Proper,2021-06-22,0.0,84.0,88.0,82.0
2595,Colombo Proper,2021-06-23,0.02,84.0,89.0,68.77463
2596,Colombo Proper,2021-06-24,0.25,84.0,88.0,80.0
2597,Colombo Proper,2021-06-25,0.0,85.0,88.0,82.0
2598,Colombo Proper,2021-06-26,0.02,85.0,88.0,82.0
2599,Colombo Proper,2021-06-27,0.04,84.0,88.0,68.77463
2600,Colombo Proper,2021-06-28,0.04,84.0,88.0,68.77463
2601,Colombo Proper,2021-06-29,0.1,82.0,88.0,78.0
2602,Colombo Proper,2021-06-30,0.12,83.0,88.0,77.0
2603,Colombo Proper,2021-07-01,0.02,83.0,87.0,80.0
2604,Colombo Proper,2021-07-02,0.11,83.0,82.25931,76.0
2605,Colombo Proper,2021-07-03,0.19,83.0,87.0,79.0
2606,Colombo Proper,2021-07-04,0.02,82.0,88.0,68.77463
2607,Colombo Proper,2021-07-05,1.01,83.0,87.0,78.0
2608,Colombo Proper,2021-07-06,0.0,84.0,87.0,82.0
2609,Colombo Proper,2021-07-07,0.07,84.0,88.0,80.0
2610,Colombo Proper,2021-07-08,0.33,84.0,88.0,80.0
2611,Colombo Proper,2021-07-09,0.22,81.0,85.0,68.77463
2612,Colombo Proper,2021-07-10,0.35,81.0,82.25931,77.0
2613,Colombo Proper,2021-07-11,0.13,83.0,86.0,76.0
2614,Colombo Proper,2021-07-12,0.02,84.0,87.0,80.0
2615,Colombo Proper,2021-07-13,0.0,84.0,87.0,81.0
2616,Colombo Proper,2021-07-14,0.0,83.0,87.0,81.0
2617,Colombo Proper,2021-07-15,0.0,84.0,87.0,81.0
2618,Colombo Proper,2021-07-16,0.0,84.0,88.0,80.0
2619,Colombo Proper,2021-07-17,0.0,83.0,87.0,68.77463
2620,Colombo Proper,2021-07-18,0.0,83.0,87.0,81.0
2621,Colombo Proper,2021-07-19,0.0,84.0,88.0,68.77463
2622,Colombo Proper,2021-07-20,0.0,84.0,88.0,81.0
2623,Colombo Proper,2021-07-21,0.0,84.0,88.0,81.0
2624,Colombo Proper,2021-07-22,0.02,83.0,88.0,78.0
2625,Colombo Proper,2021-07-23,0.04,82.0,87.0,68.77463
2626,Colombo Proper,2021-07-24,2.22,80.0,83.0,74.0
2627,Colombo Proper,2021-07-25,1.93,81.0,86.0,76.0
2628,Colombo Proper,2021-07-26,3.86,78.0,81.0,68.77463
2629,Colombo Proper,2021-07-27,0.13,82.0,86.0,74.0
2630,Colombo Proper,2021-07-28,0.0,82.0,87.0,68.77463
2631,Colombo Proper,2021-07-29,0.0,83.0,87.0,76.0
2632,Colombo Proper,2021-07-30,0.0,83.0,87.0,81.0
2633,Colombo Proper,2021-07-31,0.0,84.0,87.0,81.0
2634,Colombo Proper,2021-08-01,0.0,84.0,87.0,81.0
2635,Colombo Proper,2021-08-02,0.0,83.0,87.0,81.0
2636,Colombo Proper,2021-08-03,0.0,83.0,87.0,80.0
2637,Colombo Proper,2021-08-04,0.08,83.0,87.0,80.0
2638,Colombo Proper,2021-08-05,0.0,83.0,87.0,81.0
2639,Colombo Proper,2021-08-06,0.0,84.0,87.0,81.0
2640,Colombo Proper,2021-08-07,0.03,83.0,85.0,80.0
2641,Colombo Proper,2021-08-08,0.33,81.0,85.0,68.77463
2642,Colombo Proper,2021-08-09,0.28,82.0,86.0,78.0
2643,Colombo Proper,2021-08-10,0.44,82.0,86.0,76.0
2644,Colombo Proper,2021-08-11,0.0,83.0,85.0,80.0
2645,Colombo Proper,2021-08-12,0.0,81.0,83.0,68.77463
2646,Colombo Proper,2021-08-13,0.0,82.0,85.0,79.0
2647,Colombo Proper,2021-08-14,0.0,82.0,85.0,80.0
2648,Colombo Proper,2021-08-15,0.0,82.0,86.0,80.0
2649,Colombo Proper,2021-08-16,0.0,83.0,86.0,80.0
2650,Colombo Proper,2021-08-17,0.0,82.0,87.0,80.0
2651,Colombo Proper,2021-08-18,0.25,82.0,86.0,77.0
2652,Colombo Proper,2021-08-19,0.2,83.0,86.0,79.0
2653,Colombo Proper,2021-08-20,0.0,83.0,87.0,78.0
2654,Colombo Proper,2021-08-21,0.0,82.0,85.0,68.77463
2655,Colombo Proper,2021-08-22,0.0,82.0,86.0,79.0
2656,Colombo Proper,2021-08-24,0.32,82.0,87.0,77.0
2657,Colombo Proper,2021-08-25,0.74,80.0,82.25931,76.0
2658,Colombo Proper,2021-08-26,0.92,79.0,83.0,76.0
2659,Colombo Proper,2021-08-27,1.69,82.0,85.0,75.0
2660,Colombo Proper,2021-08-28,0.05,82.0,86.0,68.77463
2661,Colombo Proper,2021-08-29,0.99,81.0,86.0,76.0
2662,Colombo Proper,2021-08-30,0.54,83.0,87.0,75.0
2663,Colombo Proper,2021-08-31,0.0,84.0,87.0,80.0
2664,Colombo Proper,2021-09-01,0.0,84.0,87.0,80.0
2665,Colombo Proper,2021-09-02,0.11,83.0,87.0,79.0
2666,Colombo Proper,2021-09-03,0.45,81.0,86.0,76.0
2667,Colombo Proper,2021-09-04,0.14,81.0,84.0,77.0
2668,Colombo Proper,2021-09-05,0.22,82.0,87.0,76.0
2669,Colombo Proper,2021-09-06,0.14,83.0,87.0,79.0
2670,Colombo Proper,2021-09-07,0.35,83.0,88.0,78.0
2671,Colombo Proper,2021-09-08,0.37,82.0,87.0,77.0
2672,Colombo Proper,2021-09-09,0.08,83.0,87.0,78.0
2673,Colombo Proper,2021-09-10,0.0,84.0,88.0,81.0
2674,Colombo Proper,2021-09-11,0.02,84.0,88.0,81.0
2675,Colombo Proper,2021-09-12,0.0,84.0,89.0,68.77463
2676,Colombo Proper,2021-09-13,1.0,83.0,86.0,78.0
2677,Colombo Proper,2021-09-14,0.24,83.0,88.0,78.0
2678,Colombo Proper,2021-09-15,0.02,83.0,87.0,79.0
2679,Colombo Proper,2021-09-16,1.0,81.0,85.0,78.0
2680,Colombo Proper,2021-09-17,0.0,83.0,87.0,78.0
2681,Colombo Proper,2021-09-18,0.01,83.0,87.0,68.77463
2682,Colombo Proper,2021-09-19,0.03,84.0,88.0,78.0
2683,Colombo Proper,2021-09-20,0.0,83.0,87.0,68.77463
2684,Colombo Proper,2021-09-21,1.58,79.0,82.0,75.0
2685,Colombo Proper,2021-09-22,0.11,84.0,88.0,76.0
2686,Colombo Proper,2021-09-23,0.02,84.0,88.0,80.0
2687,Colombo Proper,2021-09-24,0.0,83.0,87.0,82.0
2688,Colombo Proper,2021-09-25,0.03,83.0,87.0,80.0
2689,Colombo Proper,2021-09-26,0.0,83.0,87.0,68.77463
2690,Colombo Proper,2021-09-27,0.7,82.0,86.0,68.77463
2691,Colombo Proper,2021-09-28,0.54,81.0,84.0,76.0
2692,Colombo Proper,2021-09-29,0.0,83.0,87.0,76.0
2693,Colombo Proper,2021-09-30,0.0,83.0,86.0,80.0
2694,Colombo Proper,2021-10-01,0.0,77.0,83.0,68.77463
2695,Colombo Proper,2021-10-02,1.5,81.0,86.0,73.0
2696,Colombo Proper,2021-10-03,0.16,81.0,86.0,68.77463
2697,Colombo Proper,2021-10-04,0.0,82.0,87.0,80.0
2698,Colombo Proper,2021-10-05,0.27,78.0,81.0,68.77463
2699,Colombo Proper,2021-10-06,1.76,81.0,86.0,75.0
2700,Colombo Proper,2021-10-07,0.0,83.0,88.0,76.0
2701,Colombo Proper,2021-10-08,0.02,84.0,88.0,68.77463
2702,Colombo Proper,2021-10-09,0.05,84.0,88.0,80.0
2703,Colombo Proper,2021-10-10,0.14,84.0,88.0,81.0
2704,Colombo Proper,2021-10-11,0.46,82.0,85.0,77.0
2705,Colombo Proper,2021-10-12,0.04,82.0,87.0,68.77463
2706,Colombo Proper,2021-10-13,0.1,84.0,88.0,77.0
2707,Colombo Proper,2021-10-14,0.06,85.0,88.0,81.0
2708,Colombo Proper,2021-10-15,0.0,84.0,88.0,68.77463
2709,Colombo Proper,2021-10-16,0.08,83.0,86.0,68.77463
2710,Colombo Proper,2021-10-17,0.07,83.0,82.25931,78.0
2711,Colombo Proper,2021-10-18,0.05,83.0,87.0,80.0
2712,Colombo Proper,2021-10-19,0.04,83.0,87.0,79.0
2713,Colombo Proper,2021-10-20,0.12,81.0,87.0,68.77463
2714,Colombo Proper,2021-10-21,2.01,82.0,87.0,73.0
2715,Colombo Proper,2021-10-22,0.02,82.0,87.0,78.0
2716,Colombo Proper,2021-10-23,0.09,83.0,88.0,77.0
2717,Colombo Proper,2021-10-24,0.32,80.0,86.0,68.77463
2718,Colombo Proper,2021-10-25,0.07,81.0,87.0,68.77463
2719,Colombo Proper,2021-10-26,0.44,79.0,86.0,68.77463
2720,Colombo Proper,2021-10-27,0.75,79.0,86.0,74.0
2721,Colombo Proper,2021-10-28,0.91,79.0,85.0,75.0
2722,Colombo Proper,2021-10-29,0.37,80.0,87.0,76.0
2723,Colombo Proper,2021-10-30,0.36,79.0,85.0,76.0
2724,Colombo Proper,2021-10-31,0.73,81.0,88.0,75.0
2725,Colombo Proper,2021-11-01,1.52,80.0,85.0,77.0
2726,Colombo Proper,2021-11-02,0.46,82.0,87.0,77.0
2727,Colombo Proper,2021-11-03,0.0,79.0,85.0,68.77463
2728,Colombo Proper,2021-11-04,0.56,80.0,87.0,75.0
2729,Colombo Proper,2021-11-05,0.22,79.0,86.0,75.0
2730,Colombo Proper,2021-11-06,0.95,81.0,86.0,76.0
2731,Colombo Proper,2021-11-07,0.83,80.0,85.0,68.77463
2732,Colombo Proper,2021-11-08,2.54,76.0,81.0,72.0
2733,Colombo Proper,2021-11-09,1.65,79.0,83.0,74.0
2734,Colombo Proper,2021-11-10,0.97,79.0,85.0,74.0
2735,Colombo Proper,2021-11-11,0.24,81.0,85.0,74.0
2736,Colombo Proper,2021-11-12,0.56,81.0,85.0,77.0
2737,Colombo Proper,2021-11-13,0.22,82.0,87.0,77.0
2738,Colombo Proper,2021-11-14,0.91,78.0,82.0,68.77463
2739,Colombo Proper,2021-11-15,1.87,80.0,85.0,74.0
2740,Colombo Proper,2021-11-16,1.16,80.0,84.0,76.0
2741,Colombo Proper,2021-11-17,0.33,82.0,86.0,68.77463
2742,Colombo Proper,2021-11-18,2.34,82.0,86.0,75.0
2743,Colombo Proper,2021-11-19,0.27,81.0,85.0,68.77463
2744,Colombo Proper,2021-11-20,0.22,81.0,87.0,68.77463
2745,Colombo Proper,2021-11-21,0.0,81.0,88.0,73.0
2746,Colombo Proper,2021-11-22,0.0,83.0,82.25931,75.0
2747,Colombo Proper,2021-11-23,0.0,81.0,92.0,68.77463
2748,Colombo Proper,2021-11-24,1.63,79.0,84.0,75.0
2749,Colombo Proper,2021-11-25,0.62,78.0,82.25931,76.0
2750,Colombo Proper,2021-11-26,0.0,82.0,88.0,74.0
2751,Colombo Proper,2021-11-27,0.0,81.0,88.0,68.77463
2752,Colombo Proper,2021-11-28,0.41,80.0,87.0,76.0
2753,Colombo Proper,2021-11-29,0.02,80.0,84.0,76.0
2754,Colombo Proper,2021-11-30,0.0,80.0,87.0,77.0
2755,Colombo Proper,2021-12-01,0.0,81.0,87.0,75.0
2756,Colombo Proper,2021-12-02,0.03,83.0,88.0,75.0
2757,Colombo Proper,2021-12-03,0.0,82.0,88.0,77.0
2758,Colombo Proper,2021-12-04,0.67,83.0,88.0,77.0
2759,Colombo Proper,2021-12-05,0.0,83.0,89.0,77.0
2760,Colombo Proper,2021-12-06,0.03,82.0,86.0,77.0
2761,Colombo Proper,2021-12-07,0.0,84.0,91.0,77.0
2762,Colombo Proper,2021-12-08,0.0,83.0,90.0,76.0
2763,Colombo Proper,2021-12-09,0.22,83.0,87.0,78.0
2764,Colombo Proper,2021-12-10,0.0,83.0,91.0,76.0
2765,Colombo Proper,2021-12-11,1.09,83.0,91.0,76.0
2766,Colombo Proper,2021-12-12,0.0,81.0,89.0,76.0
2767,Colombo Proper,2021-12-13,0.33,78.0,88.0,75.0
2768,Colombo Proper,2021-12-14,1.24,80.0,86.0,75.0
2769,Colombo Proper,2021-12-15,0.04,80.0,87.0,68.77463
2770,Colombo Proper,2021-12-16,0.0,82.0,90.0,76.0
2771,Colombo Proper,2021-12-17,0.0,82.0,90.0,76.0
2772,Colombo Proper,2021-12-18,0.0,82.0,90.0,76.0
2773,Colombo Proper,2021-12-19,0.0,83.0,82.25931,68.77463
2774,Colombo Proper,2021-12-20,0.0,83.0,91.0,75.0
2775,Colombo Proper,2021-12-21,0.0,82.0,89.0,77.0
2776,Colombo Proper,2021-12-22,0.0,82.0,90.0,75.0
2777,Colombo Proper,2021-12-23,0.0,81.0,89.0,74.0
2778,Colombo Proper,2021-12-24,0.0,80.0,89.0,71.0
2779,Colombo Proper,2021-12-25,0.0,80.0,88.0,72.0
2780,Colombo Proper,2021-12-26,0.0,80.0,87.0,71.0
2781,Colombo Proper,2021-12-27,0.0,82.0,90.0,73.0
2782,Colombo Proper,2021-12-28,0.0,82.0,90.0,73.0
2783,Colombo Proper,2021-12-29,0.0,82.0,90.0,76.0
2784,Colombo Proper,2021-12-30,0.0,81.0,89.0,75.0
2785,Colombo Proper,2021-12-31,0.12,81.0,88.0,74.0
2786,Colombo Proper,2022-01-01,0.01,81.0,89.0,75.0
2787,Colombo Proper,2022-01-02,0.0,82.0,90.0,76.0
2788,Colombo Proper,2022-01-03,0.3,80.0,90.0,76.0
2789,Colombo Proper,2022-01-04,0.29,81.0,88.0,74.0
2790,Colombo Proper,2022-01-06,0.0,83.0,92.0,76.0
2791,Colombo Proper,2022-01-07,0.0,84.0,82.25931,76.0
2792,Colombo Proper,2022-01-08,0.0,82.0,82.25931,76.0
2793,Colombo Proper,2022-01-09,0.0,81.0,94.0,76.0
2794,Colombo Proper,2022-01-10,0.01,80.0,82.25931,76.0
2795,Colombo Proper,2022-01-13,0.0,83.0,90.0,77.0
2796,Colombo Proper,2022-01-14,0.0,83.0,90.0,77.0
2797,Colombo Proper,2022-01-16,0.09,83.0,89.0,77.0
2798,Colombo Proper,2022-01-17,0.0,81.0,82.25931,76.0
2799,Colombo Proper,2022-01-19,0.0,82.0,82.25931,77.0
2800,Colombo Proper,2022-01-21,0.0,79.0,90.0,68.0
2801,Colombo Proper,2022-01-22,0.0,79.0,82.25931,69.0
2802,Colombo Proper,2022-01-24,0.0,78.0,82.25931,68.77463
2803,Colombo Proper,2022-01-26,0.0,79.0,82.25931,74.0
2804,Colombo Proper,2022-01-28,0.0,81.0,82.25931,74.0
2805,Colombo Proper,2022-01-30,0.0,81.0,88.0,76.0
2806,Colombo Proper,2022-01-31,0.0,82.0,82.25931,78.0
2807,Colombo Proper,2022-02-02,0.0,81.0,82.25931,74.0
2808,Colombo Proper,2022-02-03,0.0,79.0,87.0,74.0
2809,Colombo Proper,2022-02-04,0.0,82.0,87.0,74.0
